瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),瘤搁柯档(∑C)
156,堡林,2022-08-05 02:00,26.8,,1.5,230,99,,,1,26.4
156,堡林,2022-08-05 03:00,27,,1.6,230,99,,,4,26.6
156,堡林,2022-08-05 04:00,26.9,,1.6,230,99,,,4,26.5
156,堡林,2022-08-05 05:00,26.7,,1.6,230,99,,,6,26.4
156,堡林,2022-08-05 06:00,26.7,0,1.4,230,99,0,.06,8,26.8
156,堡林,2022-08-05 07:00,27.1,,1.8,230,99,0,.22,6,28
156,堡林,2022-08-05 08:00,27.4,,2.9,230,99,0,.37,9,28.9
156,堡林,2022-08-05 09:00,28.3,,2.1,230,99,0,.67,9,31.4
156,堡林,2022-08-05 10:00,29.5,,1.8,250,98,.1,.98,7,34.5
156,堡林,2022-08-05 11:00,30.7,,2.9,250,83,.6,1.98,7,37.4
156,堡林,2022-08-05 12:00,31,,2,250,81,.2,1.61,9,37.4
156,堡林,2022-08-05 13:00,30.8,,3,230,83,.3,1.66,9,36.6
156,堡林,2022-08-05 14:00,32.5,,2.4,250,74,.4,1.84,6,44
156,堡林,2022-08-05 15:00,32.3,,2.7,250,82,.7,2.03,8,42.8
156,堡林,2022-08-05 16:00,32,,3.2,230,83,.6,1.65,7,42.3
156,堡林,2022-08-05 17:00,31.3,,2.7,250,84,.6,1.14,5,36.4
156,堡林,2022-08-05 18:00,30.6,,2.9,230,88,.4,.66,3,32.5
156,堡林,2022-08-05 19:00,29.8,,2.9,250,91,.9,.45,3,30.4
156,堡林,2022-08-05 20:00,29.2,,1.9,250,98,0,.08,2,29.1
156,堡林,2022-08-05 21:00,28.6,,2,250,99,,,3,28
156,堡林,2022-08-05 22:00,28.4,,1.6,250,99,,,1,28.2
156,堡林,2022-08-05 23:00,28.1,,1.4,250,99,,,4,28
156,堡林,2022-08-06 00:00,27.8,,1.6,250,99,,,7,27.8
156,堡林,2022-08-06 01:00,27.6,,1,250,99,,,5,27.8
156,堡林,2022-08-06 02:00,27.6,,1.6,230,99,,,7,27.5
156,堡林,2022-08-06 03:00,27.5,,1.9,230,99,,,7,27.1
156,堡林,2022-08-06 04:00,27.4,,1.7,230,99,,,7,27.3
156,堡林,2022-08-06 05:00,27.3,,1.8,230,99,,,8,27.2
156,堡林,2022-08-06 06:00,27.3,,1.3,230,99,0,.06,8,27.2
156,堡林,2022-08-06 07:00,27.6,,1.5,230,99,0,.26,9,28.3
156,堡林,2022-08-06 08:00,28.5,,1.3,250,99,.1,.63,7,31
156,堡林,2022-08-06 09:00,29.3,,1.2,250,97,.4,1.21,8,34.1
156,堡林,2022-08-06 10:00,29.8,,1.8,230,97,.3,1.05,8,34.1
156,堡林,2022-08-06 11:00,30,,1.4,250,94,.3,1.48,8,35.3
156,堡林,2022-08-06 12:00,31.3,,1.4,290,84,.5,1.99,7,41.9
156,堡林,2022-08-06 13:00,32.7,,1.8,250,83,.8,2.71,6,49
156,堡林,2022-08-06 14:00,33.1,,1.7,270,75,.7,2.44,6,47.7
156,堡林,2022-08-06 15:00,33.4,,2.6,230,74,.9,2.87,6,51.2
156,堡林,2022-08-06 16:00,32.9,,3,230,79,.8,2.22,5,44.5
156,堡林,2022-08-06 17:00,32.8,,2.2,250,76,.8,1.44,7,42
156,堡林,2022-08-06 18:00,32.7,,2.6,230,80,.6,.91,6,38.3
156,堡林,2022-08-06 19:00,31.4,,2.3,230,84,.5,.45,3,33.7
156,堡林,2022-08-06 20:00,30.3,,2.2,230,93,0,.08,3,30.8
156,堡林,2022-08-06 21:00,29.6,,2.9,230,99,,,5,29.8
156,堡林,2022-08-06 22:00,28.8,,2.7,230,99,,,2,28.8
156,堡林,2022-08-06 23:00,28.1,,2.8,230,98,,,4,27.9
156,堡林,2022-08-07 00:00,28,,1.3,250,99,,,8,27.6
156,堡林,2022-08-07 01:00,27.9,,1.1,250,99,,,2,27.4
156,堡林,2022-08-07 02:00,27.6,,.9,230,99,,,1,27.5
156,堡林,2022-08-07 03:00,27.5,,2.1,230,99,,,2,26.9
156,堡林,2022-08-07 04:00,27.7,,2.1,200,99,,,8,27.3
156,堡林,2022-08-07 05:00,27.6,,1.8,200,99,,,7,27.6
156,堡林,2022-08-07 06:00,27.8,,1.5,200,99,0,.06,8,27.5
156,堡林,2022-08-07 07:00,27.9,,.9,200,99,0,.2,4,28.3
156,堡林,2022-08-07 08:00,28.8,,1.6,230,99,.2,.53,8,30.7
156,堡林,2022-08-07 09:00,29.8,,2.3,200,93,.7,1.39,2,35.1
156,堡林,2022-08-07 10:00,31.1,,1.7,230,86,.9,1.9,7,41.3
156,堡林,2022-08-07 11:00,32.5,,1.9,230,81,.8,2.52,8,47.5
156,堡林,2022-08-07 12:00,33.1,,2.4,230,75,.6,2.1,8,51.4
156,堡林,2022-08-07 13:00,33.6,,2.4,230,73,.9,3.15,7,56.1
156,堡林,2022-08-07 14:00,33,,3.1,250,77,.9,2.85,7,53.9
156,堡林,2022-08-07 15:00,33.2,,5,230,67,.9,2.7,8,52.4
156,堡林,2022-08-07 16:00,32.6,,3.9,250,73,1,2.41,8,51.6
156,堡林,2022-08-07 17:00,32.1,,3.8,250,75,1,1.68,8,43.8
156,堡林,2022-08-07 18:00,30.9,,3.1,250,84,.3,.71,8,36.5
156,堡林,2022-08-07 19:00,30.1,,3,230,89,0,.32,9,32.9
156,堡林,2022-08-07 20:00,29.1,,3.1,230,96,0,.07,9,30.4
156,堡林,2022-08-07 21:00,28.6,,1.3,230,98,,,4,29.3
156,堡林,2022-08-07 22:00,28.7,,2.3,200,94,,,8,28.6
156,堡林,2022-08-07 23:00,28.4,,2.9,230,96,,,9,28.7
156,堡林,2022-08-08 00:00,28.4,,2.4,200,97,,,7,28.4
156,堡林,2022-08-08 01:00,28.2,,3.3,230,97,,,8,28.2
156,堡林,2022-08-08 02:00,28,,3,230,98,,,8,27.9
156,堡林,2022-08-08 03:00,27.9,,2.9,230,98,,,8,27.2
156,堡林,2022-08-08 04:00,27.8,,2.5,230,97,,,3,27.2
156,堡林,2022-08-08 05:00,27.8,,1.9,200,97,,,6,27.3
156,堡林,2022-08-08 06:00,27.4,,3,230,98,0,.06,6,26.4
156,堡林,2022-08-08 07:00,27.6,,3.7,230,98,0,.17,6,27
156,堡林,2022-08-08 08:00,28.4,,3,230,97,.3,.67,5,31.2
156,堡林,2022-08-08 09:00,29,,5.6,230,94,.2,1.06,8,34.6
156,堡林,2022-08-08 10:00,30.1,,5.3,230,85,.7,1.76,9,40.4
156,堡林,2022-08-08 11:00,30.8,,4.8,230,75,1,2.44,8,46.4
156,堡林,2022-08-08 12:00,30.6,,4.9,230,80,.4,1.96,8,43.3
156,堡林,2022-08-08 13:00,30.8,,4.9,230,81,0,1.83,8,44.2
156,堡林,2022-08-08 14:00,31.5,,3.2,230,77,.6,2.06,8,46.4
156,堡林,2022-08-08 15:00,30.8,,4.7,230,80,.2,1.8,8,43.3
156,堡林,2022-08-08 16:00,30.6,,3.8,230,82,0,1.32,10,40.5
156,堡林,2022-08-08 17:00,29.9,,3.2,250,85,0,.79,10,36.6
156,堡林,2022-08-08 18:00,29.5,,3,250,85,0,.5,10,33.8
156,堡林,2022-08-08 19:00,28.9,,4,230,90,0,.22,9,31.1
156,堡林,2022-08-08 20:00,28.4,,3,230,93,0,.07,9,29.1
156,堡林,2022-08-08 21:00,28,,2.7,230,95,,,10,28.2
156,堡林,2022-08-08 22:00,27.8,,3.2,230,96,,,7,27.8
156,堡林,2022-08-08 23:00,27.7,,2.6,230,94,,,5,27.6
156,堡林,2022-08-09 00:00,27.4,,2.8,200,97,,,5,27.3
156,堡林,2022-08-09 01:00,27.4,,2,200,97,,,5,27.4
156,堡林,2022-08-09 02:00,27.2,,3.2,230,98,,,8,27.3
156,堡林,2022-08-09 03:00,27.3,,2.3,230,98,,,8,27.3
156,堡林,2022-08-09 04:00,27.1,,2.5,230,99,,,7,26.7
156,堡林,2022-08-09 05:00,27,,3.3,230,99,,,8,26.9
156,堡林,2022-08-09 06:00,26.8,,2.4,230,99,0,.05,10,26.6
156,堡林,2022-08-09 07:00,26.9,,2.8,200,99,0,.13,10,27.1
156,堡林,2022-08-09 08:00,27.6,,3.2,230,98,0,.35,10,29.5
156,堡林,2022-08-09 09:00,28.5,,3.1,230,96,.2,.76,9,33.2
156,堡林,2022-08-09 10:00,29.1,,4.1,230,93,.5,1.17,7,35.6
156,堡林,2022-08-09 11:00,31.7,,3.8,230,84,.7,2.3,8,48.7
156,堡林,2022-08-09 12:00,31.1,,5,230,79,.4,2.36,8,45.9
156,堡林,2022-08-09 13:00,31.4,,4.4,250,80,.4,2.02,8,46.3
156,堡林,2022-08-09 14:00,31.7,,4.5,250,79,.7,2.28,8,49.4
156,堡林,2022-08-09 15:00,31,,5.1,230,79,0,1.68,10,43.7
156,堡林,2022-08-09 16:00,30.7,,4.8,230,84,.1,1.44,10,42.6
156,堡林,2022-08-09 17:00,30.2,,4.7,230,83,.4,1.24,8,39.4
156,堡林,2022-08-09 18:00,29.5,,3.6,230,89,.1,.75,8,35.1
156,堡林,2022-08-09 19:00,28.9,,4.4,230,88,0,.25,8,31.1
156,堡林,2022-08-09 20:00,28.3,,3.9,230,93,0,.07,9,29
156,堡林,2022-08-09 21:00,28,,2.7,230,94,,,8,28.3
156,堡林,2022-08-09 22:00,28.1,,2.2,230,91,,,8,27.9
156,堡林,2022-08-09 23:00,28,,1.8,230,92,,,9,28.3
156,堡林,2022-08-10 00:00,27.6,,2.5,200,95,,,7,27.8
156,堡林,2022-08-10 01:00,27.4,,3.3,230,96,,,10,27
156,堡林,2022-08-10 02:00,27.5,,3.6,230,95,,,10,27.3
156,堡林,2022-08-10 03:00,27.2,,3.3,230,97,,,7,27
156,堡林,2022-08-10 04:00,27.1,,2.9,230,99,,,7,26.6
156,堡林,2022-08-10 05:00,26.9,,3.5,230,99,,,8,26.7
156,堡林,2022-08-10 06:00,26.8,,2.9,230,99,0,.05,10,26.8
156,堡林,2022-08-10 07:00,27,,3.2,230,99,0,.12,10,27.5
156,堡林,2022-08-10 08:00,27.6,,3.8,230,98,0,.38,10,30
156,堡林,2022-08-10 09:00,28.1,,3.2,230,97,0,.67,10,32.3
156,堡林,2022-08-10 10:00,28.8,,3.9,230,95,0,.89,10,35.1
156,堡林,2022-08-10 11:00,29.1,,3,250,91,0,.93,10,36.7
156,堡林,2022-08-10 12:00,29.8,,3.2,250,88,.4,2.09,10,41.8
156,堡林,2022-08-10 13:00,30.4,,3.3,230,84,.4,2.18,10,44.5
156,堡林,2022-08-10 14:00,30,,3.1,230,83,0,1.32,10,40.3
156,堡林,2022-08-10 15:00,29.8,,3.2,250,85,0,1.14,10,38.8
156,堡林,2022-08-10 16:00,29.7,,3.3,230,86,0,.82,10,36.3
156,堡林,2022-08-10 17:00,29.1,,2.4,250,92,0,.51,10,33.9
156,堡林,2022-08-10 18:00,28.9,,2.5,230,93,.1,.41,10,32.6
156,堡林,2022-08-10 19:00,28.5,,3.6,230,95,0,.24,10,30.5
156,堡林,2022-08-10 20:00,28.1,,3.3,230,93,0,.05,10,28.9
156,堡林,2022-08-10 21:00,28.2,,2.1,230,92,,,5,28.4
156,堡林,2022-08-10 22:00,27.8,,1.7,180,94,,,10,27.8
156,堡林,2022-08-10 23:00,27.2,0,1.4,200,98,,,10,26.9
156,堡林,2022-08-11 00:00,27.2,0,1.8,200,97,,,10,26.5
156,堡林,2022-08-11 01:00,27.2,,1.1,200,97,,,10,26.7
156,堡林,2022-08-11 02:00,27.3,0,1.8,230,97,,,6,26.3
156,堡林,2022-08-11 03:00,26.2,.4,2.3,230,99,,,10,26.2
156,堡林,2022-08-11 04:00,26,.5,1.5,200,99,,,10,26.2
156,堡林,2022-08-11 05:00,25.8,.3,1.3,200,99,,,10,26.4
156,堡林,2022-08-11 06:00,25.8,.8,2.1,230,99,0,.05,10,26.3
156,堡林,2022-08-11 07:00,25.7,.6,3.2,230,99,0,.08,10,26.5
156,堡林,2022-08-11 08:00,25.9,.1,2.7,200,99,0,.26,10,27.9
156,堡林,2022-08-11 09:00,26.1,,2.7,230,99,0,.32,10,27.5
156,堡林,2022-08-11 10:00,26.3,0,1.7,200,99,0,.13,10,27
156,堡林,2022-08-11 11:00,26.2,.6,2.1,230,99,0,.13,10,27.3
156,堡林,2022-08-11 12:00,26.6,.7,2.3,200,99,0,.51,10,29.7
156,堡林,2022-08-11 13:00,26.3,.7,1.6,230,99,0,.43,10,28.9
156,堡林,2022-08-11 14:00,26.2,.9,1,200,99,0,.2,10,27.9
156,堡林,2022-08-11 15:00,26.7,.3,1.6,230,99,0,.34,10,29.1
156,堡林,2022-08-11 16:00,26.7,.6,1.8,230,99,0,.35,10,28.9
156,堡林,2022-08-11 17:00,26.6,.3,1.3,200,99,0,.32,10,28.7
156,堡林,2022-08-11 18:00,26.5,1.1,1.1,200,99,0,.19,10,27.8
156,堡林,2022-08-11 19:00,26.2,1,.2,0,99,0,.09,10,27.4
156,堡林,2022-08-11 20:00,26.2,.1,.8,200,99,0,.06,10,27.2
156,堡林,2022-08-11 21:00,26,.1,2.1,200,99,,,10,27.1
156,堡林,2022-08-11 22:00,26.4,,2.2,230,99,,,6,27
156,堡林,2022-08-11 23:00,26.5,,2.4,230,99,,,9,27
156,堡林,2022-08-12 00:00,26.5,,2.3,230,99,,,7,26.8
156,堡林,2022-08-12 01:00,26.6,,2.5,230,99,,,7,26.9
156,堡林,2022-08-12 02:00,26.6,0,1.6,230,99,,,6,27.1
156,堡林,2022-08-12 03:00,26.6,.4,1.6,230,99,,,7,27
156,堡林,2022-08-12 04:00,26.5,.1,.8,250,99,,,6,26.9
156,堡林,2022-08-12 05:00,26.4,,0,0,99,,,10,26.9
156,堡林,2022-08-12 06:00,26.4,,.6,270,99,0,.06,10,26.8
156,堡林,2022-08-12 07:00,26.1,0,.6,270,99,0,.12,6,27.2
156,堡林,2022-08-12 08:00,26.8,,.5,320,99,.1,.46,9,29.1
156,堡林,2022-08-12 09:00,26.7,,1.2,270,99,0,.36,10,28.4
156,堡林,2022-08-12 10:00,28.6,,.6,270,98,.3,1.26,8,36
156,堡林,2022-08-12 11:00,29.5,,.9,270,93,.7,2.22,10,36.2
156,堡林,2022-08-12 12:00,29.6,,1.1,270,90,.1,1.1,9,35.7
156,堡林,2022-08-12 13:00,30.6,,1.6,320,83,.6,2.23,9,38
156,堡林,2022-08-12 14:00,30.7,,1.4,20,76,.9,2.54,7,40.9
156,堡林,2022-08-12 15:00,31.2,,1.4,290,75,.9,2.76,8,39.2
156,堡林,2022-08-12 16:00,30.3,,1.8,250,75,.3,1.39,9,34.4
156,堡林,2022-08-12 17:00,30.3,,1.3,250,76,.8,1.42,9,33.2
156,堡林,2022-08-12 18:00,29.6,,1.2,270,77,.5,.86,9,30
156,堡林,2022-08-12 19:00,28.9,,.7,340,81,0,.28,9,28.1
156,堡林,2022-08-12 20:00,28,,.6,250,87,0,.06,9,26.6
156,堡林,2022-08-12 21:00,27.4,,1.3,250,92,,,4,25.8
156,堡林,2022-08-12 22:00,27.1,,1.5,250,90,,,9,25.4
156,堡林,2022-08-12 23:00,26.4,,1.1,230,93,,,4,24.6
156,堡林,2022-08-13 00:00,25.7,,.7,180,98,,,8,24.8
156,堡林,2022-08-13 01:00,26,,.7,230,98,,,9,25.2
156,堡林,2022-08-13 02:00,25.6,,.2,0,99,,,8,25.4
156,堡林,2022-08-13 03:00,25.4,,0,0,99,,,7,25.3
156,堡林,2022-08-13 04:00,25.2,,.1,0,99,,,8,24.9
156,堡林,2022-08-13 05:00,24.9,,.4,0,99,,,8,24.8
156,堡林,2022-08-13 06:00,24.5,,1,90,99,0,.06,5,24.5
156,堡林,2022-08-13 07:00,25.2,,.1,0,99,.5,.27,2,25.3
156,堡林,2022-08-13 08:00,26.8,,.5,50,98,1,.91,5,27.4
156,堡林,2022-08-13 09:00,27.9,,1.6,200,97,.5,1.27,9,30.8
156,堡林,2022-08-13 10:00,28.8,,2,250,95,.3,1.3,9,33.9
156,堡林,2022-08-13 11:00,28.1,.1,1.5,270,99,.1,1.05,10,32.3
156,堡林,2022-08-13 12:00,30.1,0,1.7,230,91,.1,1.58,9,36.1
156,堡林,2022-08-13 13:00,31.3,,2.6,230,81,.7,2.45,10,39
156,堡林,2022-08-13 14:00,30.6,,4.4,230,81,0,1.46,10,36
156,堡林,2022-08-13 15:00,30.4,,3,250,89,0,1.44,10,34.7
156,堡林,2022-08-13 16:00,30,,2.8,250,89,0,.84,10,32.6
156,堡林,2022-08-13 17:00,29.4,0,2.8,250,92,0,.35,10,30.7
156,堡林,2022-08-13 18:00,29,0,3.4,230,96,0,.23,9,29.7
156,堡林,2022-08-13 19:00,28.6,,3.8,230,97,0,.2,,28.4
156,堡林,2022-08-13 20:00,28.3,,1.7,230,97,0,.07,10,27.7
156,堡林,2022-08-13 21:00,28.3,,2.4,200,97,,,5,27.2
156,堡林,2022-08-13 22:00,28.1,,2.3,200,96,,,7,26.9
156,堡林,2022-08-13 23:00,27.9,,1.8,200,97,,,3,26.9
156,堡林,2022-08-14 00:00,27.8,,1.4,200,97,,,5,26.7
156,堡林,2022-08-14 01:00,27.6,,2.1,230,97,,,8,26.9
156,堡林,2022-08-14 02:00,27.7,,2.7,230,98,,,8,26.6
156,堡林,2022-08-14 03:00,27.4,,3.4,230,99,,,7,26.5
156,堡林,2022-08-14 04:00,27.1,,3.3,230,99,,,5,26.1
156,堡林,2022-08-14 05:00,27.1,,2,230,99,,,5,26.5
156,堡林,2022-08-14 06:00,27,,2.2,230,99,0,.06,7,26.3
156,堡林,2022-08-14 07:00,27.5,,3.2,230,99,0,.17,5,27.6
156,堡林,2022-08-14 08:00,28,,3.6,230,99,0,.47,7,29.4
156,堡林,2022-08-14 09:00,28.4,,3.2,230,98,.2,.89,7,30.7
156,堡林,2022-08-14 10:00,29.3,,2.2,230,97,.4,1.17,8,32.7
156,堡林,2022-08-14 11:00,29.4,,2.3,250,92,.3,1.26,9,32.4
156,堡林,2022-08-14 12:00,32,,4,230,79,.9,2.95,8,46.4
156,堡林,2022-08-14 13:00,32.7,,4.7,230,70,.9,2.89,8,50.2
156,堡林,2022-08-14 14:00,32.8,,4.8,230,69,1,3.37,3,54.4
156,堡林,2022-08-14 15:00,33,,4,250,69,1,2.98,4,53.7
156,堡林,2022-08-14 16:00,32.8,,3.6,230,75,1,2.63,6,50.2
156,堡林,2022-08-14 17:00,31.6,,3.5,250,80,1,1.63,7,40.9
156,堡林,2022-08-14 18:00,30.5,,4.1,230,84,.3,.71,8,35.5
156,堡林,2022-08-14 19:00,29.6,,4,230,86,0,.26,8,31.8
156,堡林,2022-08-14 20:00,28.8,,2.1,230,92,0,.06,9,29.7
156,堡林,2022-08-14 21:00,28.7,,1.9,200,90,,,9,28.7
156,堡林,2022-08-14 22:00,28.3,,2.2,200,91,,,8,28
156,堡林,2022-08-14 23:00,28.2,,2.2,200,91,,,5,28
156,堡林,2022-08-15 00:00,28,,2.3,200,95,,,8,28
156,堡林,2022-08-15 01:00,27.8,,2.5,200,97,,,9,27.6
156,堡林,2022-08-15 02:00,27.8,,2.5,200,97,,,9,27.8
156,堡林,2022-08-15 03:00,27.9,,1.7,200,97,,,8,27.8
156,堡林,2022-08-15 04:00,27.8,,2.1,200,97,,,9,27.6
156,堡林,2022-08-15 05:00,27.7,,3,230,97,,,8,27.2
156,堡林,2022-08-15 06:00,27.6,,3.1,230,98,0,.06,7,26.9
156,堡林,2022-08-15 07:00,28,,3.9,230,98,0,.24,8,28.2
156,堡林,2022-08-15 08:00,28.7,,4.1,230,97,0,.5,7,30.4
156,堡林,2022-08-15 09:00,29.1,,5.5,230,93,.6,1.11,8,32
156,堡林,2022-08-15 10:00,30.1,,6.7,230,88,.8,1.72,9,38.9
156,堡林,2022-08-15 11:00,31.8,,8,230,78,1,2.84,8,52
156,堡林,2022-08-15 12:00,31.6,,6.1,230,78,.9,2.65,8,49.4
156,堡林,2022-08-15 13:00,31.4,,6.2,230,77,.8,2.19,8,45.4
156,堡林,2022-08-15 14:00,32,,5.8,230,73,.7,2.33,8,48.9
156,堡林,2022-08-15 15:00,32.8,,6.1,230,73,.9,2.94,9,54.9
156,堡林,2022-08-15 16:00,31.2,,5.2,230,78,.4,1.72,7,43.3
156,堡林,2022-08-15 17:00,30.5,,4.9,230,81,.2,1.12,10,38.6
156,堡林,2022-08-15 18:00,29.7,,6.1,230,85,.2,.65,10,34.6
156,堡林,2022-08-15 19:00,29,,5.7,230,89,0,.24,10,31.4
156,堡林,2022-08-15 20:00,28.7,,5.1,230,94,0,.06,10,30.2
156,堡林,2022-08-15 21:00,28.5,,6.7,230,95,,,9,29.6
156,堡林,2022-08-15 22:00,28.3,,5.1,230,96,,,9,29.2
156,堡林,2022-08-15 23:00,28.2,,4.9,230,97,,,8,29
156,堡林,2022-08-16 00:00,27.8,,4.9,230,98,,,8,28.2
156,堡林,2022-08-16 01:00,27.8,,4.6,230,98,,,9,28.4
156,堡林,2022-08-16 02:00,27.6,,5,230,98,,,10,28.2
156,堡林,2022-08-16 03:00,27.6,,4,230,98,,,9,28.1
156,堡林,2022-08-16 04:00,27.4,,4.2,230,99,,,10,27.9
156,堡林,2022-08-16 05:00,26.3,1.2,2.4,250,99,,,10,27.1
156,堡林,2022-08-16 06:00,26.2,.4,1.9,250,99,0,.05,10,27.1
156,堡林,2022-08-16 07:00,24.6,9.3,1.3,270,99,0,.06,10,25.6
156,堡林,2022-08-16 08:00,24.9,2.7,.7,160,99,0,.17,10,26.7
156,堡林,2022-08-16 09:00,25.6,.1,0,0,99,0,.42,10,28.2
156,堡林,2022-08-16 10:00,25.9,.1,.7,230,99,0,.49,10,29.3
156,堡林,2022-08-16 11:00,25.8,0,.8,200,99,0,.37,10,28.3
156,堡林,2022-08-16 12:00,26.7,,1.2,200,99,0,.68,10,31.2
156,堡林,2022-08-16 13:00,27.2,,2.5,230,99,0,1.28,10,32.3
156,堡林,2022-08-16 14:00,27.3,0,1.3,250,99,0,.61,10,30
156,堡林,2022-08-16 15:00,28,.1,.4,0,99,0,.74,10,31.3
156,堡林,2022-08-16 16:00,27.2,0,1.9,230,99,0,.57,10,30.1
156,堡林,2022-08-16 17:00,27,.1,1.4,230,99,0,.22,10,28.7
156,堡林,2022-08-16 18:00,26.8,.1,1.2,250,99,0,.16,10,28.1
156,堡林,2022-08-16 19:00,26,1.4,1.4,200,99,0,.11,10,27.5
156,堡林,2022-08-16 20:00,25.8,.5,.9,230,99,0,.05,10,27.1
156,堡林,2022-08-16 21:00,25.7,.1,0,0,99,,,10,26.9
156,堡林,2022-08-16 22:00,25.6,.3,1,250,99,,,10,26.7
156,堡林,2022-08-16 23:00,24.9,.4,0,0,99,,,9,26.2
156,堡林,2022-08-17 00:00,25.2,.2,.6,270,99,,,9,26
156,堡林,2022-08-17 01:00,24.4,,0,0,99,,,9,25.9
156,堡林,2022-08-17 02:00,24.5,0,0,0,99,,,10,25.9
156,堡林,2022-08-17 03:00,24.9,.1,.2,0,99,,,9,25.9
156,堡林,2022-08-17 04:00,24.9,,0,0,99,,,8,25.9
156,堡林,2022-08-17 05:00,24.9,,0,0,99,,,8,25.7
156,堡林,2022-08-17 06:00,24.7,,0,0,99,0,.06,8,25.6
156,堡林,2022-08-17 07:00,24.9,,.3,0,99,0,.16,10,26.3
156,堡林,2022-08-17 08:00,25.3,,.4,0,99,0,.29,10,27.3
156,堡林,2022-08-17 09:00,25.7,0,.9,50,99,0,.42,10,28.3
156,堡林,2022-08-17 10:00,26.8,0,1.1,70,99,0,.32,10,31.4
156,堡林,2022-08-17 11:00,27.1,0,1.2,50,99,0,0,10,31.5
156,堡林,2022-08-17 12:00,27.2,0,.5,360,99,0,0,10,30.6
156,堡林,2022-08-17 13:00,27.6,,1.1,230,99,0,0,10,31.1
156,堡林,2022-08-17 14:00,28.3,,.6,250,91,0,0,6,32.3
156,堡林,2022-08-17 15:00,28.6,,1.6,250,87,0,0,5,31.8
156,堡林,2022-08-17 16:00,29.3,,2.3,250,81,0,0,7,32
156,堡林,2022-08-17 17:00,29.4,,1.4,290,80,0,0,6,31.5
156,堡林,2022-08-17 18:00,28.3,,1.1,340,79,0,0,3,28.8
156,堡林,2022-08-17 19:00,26.5,,1,290,81,0,0,3,25.7
156,堡林,2022-08-17 20:00,25.1,,.5,290,90,0,0,2,24.3
156,堡林,2022-08-17 21:00,24.7,,.6,290,92,,,2,23.6
156,堡林,2022-08-17 22:00,24.5,,.1,0,95,,,7,23.2
156,堡林,2022-08-17 23:00,24,,0,0,98,,,7,23
156,堡林,2022-08-18 00:00,23.7,,.8,70,98,,,6,22.7
156,堡林,2022-08-18 01:00,23.3,,.4,0,99,,,8,22.6
156,堡林,2022-08-18 02:00,22.9,,.3,0,99,,,2,22.5
156,堡林,2022-08-18 03:00,22.6,,.2,0,99,,,1,22.2
156,堡林,2022-08-18 04:00,22,,.2,0,99,,,7,21.7
156,堡林,2022-08-18 05:00,21.9,,.6,70,99,,,7,21.5
156,堡林,2022-08-18 06:00,21.8,,.3,0,99,0,0,7,21.4
156,堡林,2022-08-18 07:00,22.2,,.9,50,99,0,0,6,22.7
156,堡林,2022-08-18 08:00,24.1,,0,0,99,0,0,5,24.5
156,堡林,2022-08-18 09:00,24.5,,.5,290,97,0,0,4,28
156,堡林,2022-08-18 10:00,25.4,,.6,70,92,0,0,6,28.8
156,堡林,2022-08-18 11:00,27.8,,1.4,90,74,0,0,5,39.3
156,堡林,2022-08-18 12:00,28.4,,1.7,50,67,0,0,7,38.8
156,堡林,2022-08-18 13:00,30.3,,.3,0,59,0,0,3,43.5
156,堡林,2022-08-18 14:00,30,,.8,180,60,0,0,1,38.4
156,堡林,2022-08-18 15:00,31.2,,1.5,230,57,0,0,4,42.8
156,堡林,2022-08-18 16:00,31.3,,1.9,270,53,0,0,7,42.7
156,堡林,2022-08-18 17:00,30.9,,2.1,250,57,0,0,3,36
156,堡林,2022-08-18 18:00,29.2,,1.3,290,71,0,0,4,31.6
156,堡林,2022-08-18 19:00,27.5,,.8,360,77,0,0,4,28.3
156,堡林,2022-08-18 20:00,26.9,,1,250,80,0,0,5,26.4
156,堡林,2022-08-18 21:00,26.4,,1.3,270,79,,,2,25.5
156,堡林,2022-08-18 22:00,25.4,,1.5,200,91,,,2,24.3
156,堡林,2022-08-18 23:00,24.7,,.6,230,93,,,7,23.7
156,堡林,2022-08-19 00:00,24.6,,.6,230,95,,,5,23.2
156,堡林,2022-08-19 01:00,23.8,,.7,200,98,,,7,23
156,堡林,2022-08-19 02:00,23.2,,.5,180,99,,,6,22.5
156,堡林,2022-08-19 03:00,23.2,,.2,0,99,,,5,22.7
156,堡林,2022-08-19 04:00,22.9,,1,110,99,,,4,22.6
156,堡林,2022-08-19 05:00,22.7,,0,0,99,,,4,22.3
156,堡林,2022-08-19 06:00,23.2,,.4,0,99,0,0,7,22.8
156,堡林,2022-08-19 07:00,23.2,,.3,0,98,0,0,6,23.8
156,堡林,2022-08-19 08:00,24.8,,0,0,96,0,.01,7,26.5
156,堡林,2022-08-19 09:00,26.3,,0,0,92,.1,.92,8,29.2
156,堡林,2022-08-19 10:00,27.9,,.6,230,91,.2,1.03,8,34.1
156,堡林,2022-08-19 11:00,29.9,,1.6,250,90,.4,1.57,8,37.7
156,堡林,2022-08-19 12:00,30.4,,1.9,230,88,.4,1.75,8,39
156,堡林,2022-08-19 13:00,31,,3.6,250,87,.7,2.28,7,40.4
156,堡林,2022-08-19 14:00,31.2,,3.8,230,77,.5,2.13,9,40.7
